0,1,2,3,4,5,6,7,8,9
            感染了hpv病毒。高危的还容易病变，赶紧治疗吧，我朋友得过这个病的，后来她用了段芝堂hpv克星治好了,,                        ,        ,        ,,,,,
"            感染了HPV，医生给开了干扰素，让回家我自己买点提高免疫力的药吃，提高免疫力能转阴吗,多久能转阴,吃什么提高免疫力？",,                        ,        ,        ,,,,,
            HPV52具体多久能够转阴要看你的具体情况，建议你使用重组人干扰素配合着吃点硒片清除hpv病毒和然后服用抑制病毒的药，然后自行补充点维生素，一般使用3个月就会转阴,,                        ,        ,,,,,,
            光提高免疫力也不够呀，配合抗病毒，抗感染的药一起会更好的,,                        ,        ,        ,,,,,
            吃点硒片补充硒元素，我之前感染的时候吃的高吉星富硒片和阿昔洛韦3个多月就转阴了,,                        ,        ,        ,,,,,
            高危型的好转阴吗,,                        ,        ,        ,,,,,
            感染hpv怎么才能快速转阴，吃什么好？,,                        ,        ,        ,,,,,
            hpv感染可以吃高吉星富硒片啊，我hpv16阳性，医生给开的干扰素和保妇康栓，还有一个抗菌凝胶，然后配合高吉星富硒片和 吃了三个多月转阴了,,                        ,        ,        ,,,,,
            首先第1点，这种女性的hpv病毒感染，并没有什么特效药，吃了一定管事儿的。第2点这个是和免疫力有很大的关系，一般来说单纯宫颈HPv病毒感染没有宫颈的上皮内病变是不需要紧张的，可以用干扰素凝胶，按照疗程使用，三个疗程后再复查，多数人甚至是可以转阴的。,,,,,,,,,
            这个医生也说了暂时还没有特效药，关键是得靠自己提高免疫力来转阴，我之前感染的高危就是通过运动和食疗调理提高免疫力转阴的！加油吧姐妹！,,                        ,        ,        ,,,,,
,,,,,,,,,
            平时加强锻炼，保持乐观心态，注意休息，不要熬夜，加强营养，提高抵抗力,,                        ,        ,        ,,,,,
            可以试一下高吉星富硒片，我之前吃过这个药，用的阴道泡腾胶囊，还吃得更昔洛韦胶囊，不到4个月吧，就转阴了,,                        ,        ,        ,,,,,
            hpv吃一些消炎药或者是抗生素配合吃点硒片，提高免疫力清除病毒就可以转阴了,,                        ,        ,        ,,,,,
            提升免疫力吧，多多运动，多吃蔬果,,                        ,        ,        ,,,,,
            hpv高危阳性有什么需要特别要注意的？有哪些饮食禁忌吗？,,                        ,        ,        ,,,,,
            注意做防护，不要传染给家人了,,                        ,        ,        ,,,,,
            你可以吃点 高吉星富硒片，我之前感染hpv医生让吃的，还给开了2盒瑞贝生还有3盒阿昔洛韦，不到3个月转阴了,,                        ,        ,        ,,,,,
            HPV病毒主要传播方式是通过性行为,,                        ,        ,        ,,,,,
            平时要注意休息，不要熬夜，增强抵抗力。抵抗力强的，病毒可以被自身免疫系统清除,,                        ,        ,        ,,,,,
            不能吃海鲜和发物还有有辛辣刺激的东西,,                        ,        ,        ,,,,,
            ,,,,,,,,,
            我买了  觉得还不错~ 坚持用吧,,                        ,        ,        ,,,,,
            补硒可以提高免疫力帮助hpv转阴吗？,,                        ,        ,        ,,,,,
            补硒提高免疫力对转阴是有好处的,,                        ,        ,        ,,,,,
            肯定有啊，吃硒片能提高免疫力，清除病毒,,                        ,        ,        ,,,,,
            hpv高危感染怎么能快点转阴，时间久了不转阴的话会不会癌变呀,,                        ,        ,        ,,,,,
            提高免疫力对转阴有好处，我之前感染吃的高吉星富硒片和维生素C用的干扰素还有一个洗的药，3个月转阴的,,                        ,        ,        ,,,,,
            提高免疫力可以帮助hpv转阴，抵抗力强的，病毒可以被自身免疫系统清除,,                        ,        ,        ,,,,,
            维生素c,,                        ,        ,        ,,,,,
            hpv52高危阳性，怎么治疗能快速转阴，多久能转阴？,,                        ,        ,        ,,,,,
            多运动，提高身体的机能，吃点硒片提高免疫力，清除病毒，多吃点蔬菜水果，补充维生素。免疫力高了，病毒没有了，自然也就转阴了,,                        ,        ,        ,,,,,
            医生也说让吃硒片呢，看好多感染的也吃硒片，吃硒片真的有用吗,,                        ,        ,        ,,,,,
            我也是高危的，怎么办，香菇 蓝瘦,,,,,,,,,
            多运动，增强抵抗力，多吃点蔬菜水果补充维生素素，喝点蛋白粉补充蛋白质，吃点 高吉星富硒片 补充硒元素，我之前感染就这样的,,                        ,        ,        ,,,,,
            高危的可能转阴的慢点，不过肯定会转阴的，你做活检了吗,,                        ,        ,        ,,,,,
            做阴道镜检查疼吗,,,,,,,,,
            我是HPV52.58，医生给开了塞的药和洗的药还有吃的药，说是补硒提高免疫力，清除病毒，补硒的药很贵，治疗hpv补硒有用吗？,,                        ,        ,        ,,,,,
            补硒是可以提高免疫力，清除病毒，对转阴有好处的。平时多吃点蔬菜水果，多运动，别熬夜,,                        ,        ,        ,,,,,
            贵不贵的只要能好了，比什么都强,,                        ,        ,        ,,,,,
"            补硒可以提高免疫力,对转阴有好处。我之前感染吃的硒片和抗病毒的药还有洗的药，不到4个月就转阴了",,                        ,        ,        ,,,,,
            补硒可以提高免疫力帮助hpv转阴，平时注意增加饮食营养，锻炼身体，提高自身免疫力，也可以帮助转阴,,                        ,        ,        ,,,,,
            补硒是可以提升免疫力促进病毒转阴性的，但是每个人的情况不同转阴的时间也没有固定的,,                        ,        ,        ,,,,,
            医妇科，性病，尖锐湿疣，HPV高危低危病毒，只喝中药粉每天一次，每次用吃饭用的匙子挖一匙中药粉冲开水泡来喝！每天两次！吃上两个月左右就根治转阴了！,,                        ,        ,        ,,,,,
            有人有尖锐湿疣，HPV高低危病毒去医院花很多钱都还没有医好的吗？求医热线13691979659（微信同号）,,                        ,        ,        ,,,,,
            去年查出HPV之后一直转阴不了，后来有一次到我姐家做客，聊到这方面才知道可以补充绿瓶维西素来提高免疫之后清除掉hpv的，现在一直在吃，上周去复测转阴了，真的是开心啊！,,,,,,,,,
            ,,                        ,        ,        ,,,,,
            hpv病毒，一个让女性谈之色变的话题，却被很多男性贴上了“女性专属”的标签，这更像是对女性的一种不公，亦是自我认知缺陷下的跟风表现。,,,,,,,,,
            我该怎么不经意地让男朋友看见,,,,,,,,,
,,,,,,,,,
            华大,,                        ,        ,        ,,,,,
            水贴，去尼玛的,,                        ,        ,        ,,,,,
            段芝堂hpv克星对于HPV有特效，私处瘙痒呀，痛经，CIN1都解决啦,,                        ,        ,        ,,,,,
            真实，去年我家里人也这样，让她们去体检也不去，觉得浪费钱，但身体哪有钱重要啊！,,                        ,        ,        ,,,,,
            哎，治疗几天时间花了两万块还没好，本来都没钱，这下更没钱了。,,                        ,        ,        ,,,,,
            做了手术嘛？怎么会没好呢？,,                        ,        ,        ,,,,,
            要治疗一段时间的,,                        ,        ,        ,,,,,
            怎么会花这么多钱哟,,                        ,        ,        ,,,,,
            当地公立医院做治疗,,                        ,        ,        ,,,,,
            我花了3w多了,,                        ,        ,        ,,,,,
            正在治治疗，一万多了,,                        ,        ,        ,,,,,
            医院没有特效药的。hpv有传染性，我好朋友以前也得过这个病的，她是用了一个叫段芝堂的治好的，你可以用用,,                        ,        ,        ,,,,,
            三个月花了1000多，服用了欣维安姬松茸富硒蛋白，三个月就几百块，其余医院花销几百块。已经转阴了。,,                        ,        ,        ,,,,,
            多吃牛肉鱼肉鸡肉，补充蛋白质，然后每天早睡早起，一定要多运动，每天跑跑步做做操，我就是这样的，平时每天吃一些欣维安姬松茸，提高提高免疫力,,                        ,        ,        ,,,,,
            不知道哪里才能治好，真实烦死了,,                        ,        ,        ,,,,,
            当时被传染了这个之后，真的是无法形容自己的心情，非常的烦躁，感觉上天的不公平，后来去大医院看过几次，都是用的激光和冷敷，但是没有什么实际的效果都再次复发了。我不知道我该求助谁，我也不知道未来的生活该怎么过，当时也不敢跟对象在一起。真的是差点分手了,,,,,,,,,
            后来也是经过朋友介绍说，他们有个老中医非常的不错，可以治疗这一个，然后就去那边看了一下。当时也没抱太大的信心。中医那边是给了我一瓶。药之后，然后我这边的话是了。…中医v:  shiyou93 真的是非常管用,,,,,,,,,
            花了300多直接就好了,,                        ,        ,        ,,,,,
            真管,,                        ,        ,        ,,,,,
            ？,,                        ,        ,        ,,,,,
            效果怎么样，一用就知道,,                        ,        ,        ,,,,,
            现在好了，,,                        ,        ,        ,,,,,
            当天见效果,,                        ,        ,        ,,,,,
            真是够好,,                        ,        ,        ,,,,,
            真好，祝贺你啊,,                        ,        ,        ,,,,,
            用了之后有效果才是最棒的。,,                        ,        ,        ,,,,,
            你怎么治的？,,                        ,        ,        ,,,,,
            ,,                        ,        ,        ,,,,,
            ,,,,,,,,,
            欣维安姬松茸被视为一种强有力抵抗滤过性病毒的物质，它能防止病毒和有害物体进入身体脆弱的组织，它能促进免疫系统功能。欣维安姬松茸具有提高免疫力、抑制肿瘤的效用。日本东京大学医学部等单位的临床试验也证实；姬松茸提取物对提高人体免疫力居各药用抗癌真菌之首。,,,,,,,,,
            活检结果出来了，大家帮忙看看,,,,,,,,,
            没事，免疫组化,,                        ,        ,        ,,,,,
            没活检病理报告,,                        ,        ,        ,,,,,
            我要不要也去做个阴道镜啊,,                        ,        ,        ,,,,,
            这是咋回事？医生让阴道镜活检！😭,,                        ,        ,        ,,,,,
            是的，我都准备去接种疫苗了，医生给开的的干扰素，让多运动，朋友推荐的欣维安姬松茸富硒蛋白，就吃了两盒，3个多月去复查，全阴！准备去接种4价疫苗预防下！,,                        ,        ,        ,,,,,
            我也是这情况，医生让活检。,,                        ,        ,        ,,,,,
            刚才没看到你病毒阴性，这种情况一般都是炎症，一年后复查就行了,,                        ,        ,        ,,,,,
            Tct是不是查的宫颈？,,                        ,        ,        ,,,,,
            最近小腹一直疼痛，同房的时候还会接触性出血，我这是感染了HPV的缘故吗，到底该咋办呀,,                        ,        ,        ,,,,,
,,,,,,,,,
            是呢，赶紧治吧。我好朋友感染这个病毒后腰就疼，还有时出血，后来用了一个叫段芝堂hpv克星的治好了,,                        ,        ,        ,,,,,
            提高自身的免疫力，医生给我开的欣维安姬松茸富硒蛋白，平时再配合多锻炼身体、多运动。,,                        ,        ,        ,,,,,
            你要去医院做个hpv检查和细胞活检,,                        ,        ,        ,,,,,
            去医院做宫颈双筛,,                        ,        ,        ,,,,,
            B超看看子宫内膜,,                        ,        ,        ,,,,,
            HPV52.58怎么治疗能快速转阴？？？,,                        ,        ,        ,,,,,
            高危的呀，你做活检了吗,,                        ,        ,        ,,,,,
            吃点硒片补充硒元素，多吃点蔬菜水果补充维生素，喝点蛋白粉补充蛋白质，多运动,,                        ,        ,        ,,,,,
            你主要就提高免疫力，平时多注意休息，别熬夜，熬夜伤身体，可以用扰素，然后吃高吉星富硒片，可以帮助转阴的,,                        ,        ,        ,,,,,
            用纯中方可以几个月就转阴,,                        ,        ,        ,,,,,
            我也52，可以加一起聊聊,,                        ,        ,        ,,,,,
            终于治好了，分享一下我的经过,,,,,,,,,
            最初的话我也是使用了激光治疗的，但是激光治疗的话，他很大的问题就是出标不除。无法根治，所以说激光了三次，每次都复发了，这个真的是让人挺。遗憾。让人挺灰心的，本来想放弃的，最后在我们旁边的县城那里找了一个比较有名的老中医。嗯,,,,,,,,,
            差不多8天的时间就完全好了,中医的v: shiyou93  特别去大医院查了一下，现在一年了，没有复发,,                        ,        ,        ,,,,
            在哪治的,,                        ,        ,        ,,,,,
            还是挺不错，用了当天就有效果，,,                        ,        ,        ,,,,,
            很重要的一点，在这里也是费用比较低，我一共才花了三百多。要是在大医院，前前后后加起来各种费用花了五六千，真是太坑了。,,                        ,        ,        ,,,,,
            找对方法，这个是非常的关键的。我之前一年多的时间都浪费在了大医院里。,,                        ,        ,        ,,,,,
            私人立医院的话肯定也是不行的开口就要好几千根本没啥效果治疗这个还是中医比较管用因为自己就是亲身经历者,,                        ,        ,        ,,,,,
            宫颈癌患者的年龄通常约为45岁，近年来越来越多的年轻人被诊断出宫颈癌。最年轻的患者年仅16岁。主要与以下几点有关：妇女对宫颈癌的认识不正确，私生活混乱，不知道如何保护自己；有妇科疾病不好意思去检查；个人卫生不注意。,,,,,,,,,
            Fu科问题对于很多女性朋友来说，是普遍存在的，不但关乎着女性的身体健康，而且关系到女性的生育能力，同事还影响着全家的幸福，所以这五项检查，对于已婚女性来说，一定要注意做好检查不可忽视！,,1.外y检查,,,,,,,
            补硒可以提高免疫力吗，提高免疫可以清除HPV病毒吗,,                        ,        ,        ,,,,,
            补硒可以提高免疫力，多运动，吃点蔬菜水果补充维生素，尤其是 橙子，西红柿，黄瓜什么的,,                        ,        ,        ,,,,,
            可以，硒是很重要的微量元素，不仅可以提高免疫力，还能清除体内的病毒，硒还有延缓衰老的作用,,                        ,        ,        ,,,,,
            你可以吃高吉星富硒片，用点抗病毒的药，我之前感染就这样，用的的瑞贝生，吃的高吉星富硒片和阿昔洛韦，3个月多就转阴了,,                        ,        ,        ,,,,,
            ,,                        ,        ,        ,,,,,
            妇科,,                        ,        ,        ,,,,,
            这俩科室都可以检查的，这个病有传染性，得赶紧治，我姐妹就得过这个病的，后来她用了一个叫段芝堂的治好的,,                        ,        ,        ,,,,,
            妇科，无论是预防HPV感染还是帮助HPV尽快转阴，增强免疫力都是必要的。欣维安姬松茸富硒蛋白可以调节体内免疫因子的分泌，可达到快速提高免疫力的效果,,                        ,        ,        ,,,,,
            hpv转阴需要多久,,                        ,        ,        ,,,,,
            这个要看个人吧，体质好的，免疫力高的可能转阴的快一些，抵抗力不好的可能转阴时间会长一些,,                        ,        ,        ,,,,,
            你感染hpv了吗？什么型号的，高危的还是低危的,,                        ,        ,        ,,,,,
            至今为止，目前能灭杀HPV的只有人体的免疫系统。所以，说是诊治HPV，其实就是针对性的增强免疫力，服用欣维安姬松茸富硒蛋白，这样才能将免疫系统维持在最佳的水平上。,,                        ,        ,,,,,,
            hpv56高危阳，怎么治疗？吃了3个月的药还是阳，我是男的没有乱搞过,,                        ,        ,        ,,,,,
            你可以用用段芝堂hpv克星，我朋友感染hpv病毒就用这个治好的,,                        ,        ,        ,,,,,
            多吃牛肉鱼肉鸡肉，补充蛋白质，然后每天早睡早起，一定要多运动，每天跑跑步做做操，我就是这样的，平时每天吃一些欣维安姬松茸，提高提高免疫力,,                        ,        ,        ,,,,,
            我吃的是欣维安姬松茸富硒蛋白，我那时候是HPV52、58，那时医生说我年轻恢复的快，只要配合她的治疗很快就会转阴。给我开了干扰素和一些黑色的胶囊，配合 欣维安姬松茸富硒蛋白 一起吃提高免疫力，连续吃了三个月，去医院的时候就转阴了,,,,,,,,,
            补硒吃什么东西比较好，吃什么食物可以提高免疫力,,                        ,        ,        ,,,,,
            多点吃动物肝脏，鸡蛋还有水果，补充蛋白质和硒,,                        ,        ,        ,,,,,
            想要提高免疫力让hpv快点转阴的话，可以吃高吉星富硒片，提高免疫，清除hpv病毒，我之前吃的这个,,                        ,        ,        ,,,,,
            补硒可以吃些动物肝脏，鸡蛋，海鲜还有猕猴桃,,                        ,        ,        ,,,,,
            准备去做个HPV检查了，好希望是全阴啊,,                        ,        ,        ,,,,,
            至今为止，目前能灭杀HPV的只有人体的免疫系统。所以，说是诊治HPV，其实就是针对性的增强免疫力，服用欣维安姬松茸富硒蛋白，这样才能将免疫系统维持在最佳的水平上。,,                        ,        ,,,,,,
            疫苗都是怎么打呢？想着去打疫苗预防下！有打过9价的小姐姐嘛？,,                        ,        ,        ,,,,,
            吃这个真的能转阴吗，哪有卖的，我也想早点好，打疫苗,,                        ,        ,        ,,,,,
            我和老公很早就结婚，他在我之前没有成人意义上的人女朋友，我们结婚到现在除了老公，我没有其他性伴侣。想问一下老公是怎么传给我的？是和别人性交传给我的吗？,,                        ,        ,        ,,,,,
            好多途径可以传染，百分八十的女性有染过，有的只是一过性的，有的因免疫力低长期存在！,,                        ,        ,        ,,,,,
            我问医生医生说是性传播和个人卫生没关系,,                        ,        ,        ,,,,,
            传播途径分为直接传播、间接传播和母婴传播，一般直接传播感染率为70%-80%,,                        ,        ,        ,,,,,
            同志，这个不只性接触。而且，男性高危感染一点事没有。女性80%以上层感染过高危，难道都是因为乱性么。,,                        ,        ,        ,,,,,
            男女交叉感染,,                        ,        ,        ,,,,,
            可是我去的是直辖市的三甲医院，挺有权威的，我当时以为听错了，还重复一下给医生听。挂的还是主任号,,                        ,        ,        ,,,,,
            我tct没事是不是只能等半年复查？,,                        ,        ,        ,,,,,
            也可能是你外出用公共浴具传染，再有就是你老公传染的,,                        ,        ,        ,,,,,
            hpv高危有潜伏期吗？,,                        ,        ,        ,,,,,
            假如我老公手淫，或者出差住酒店会不会传播上hpv高危？,,                        ,        ,        ,,,,,
            然后再传给我,,                        ,        ,        ,,,,,
            我用不用和他隔离,,                        ,        ,        ,,,,,
            HPV如何传染给我们的？,1.直接接触：性生活，皮肤与皮肤接触。,2.间接接触：公共环境里马桶，毛巾，床单、浴巾等，家庭环境里的生活用品，面盆、衣物等。,,                        ,        ,,,,
,,,,,,,,,
            我也感染了,,,,,,,,,
            昨天到复查，cin1级变成慢性宫颈炎，但是hpv还没有转阴，但是目前已经很满足了，慢慢来，我真的没有用什么药，干扰素都只用了2盒。,,                        ,        ,        ,,,,,
            今天要陪妈妈去检查，心里好担心！,,                        ,        ,        ,,,,,
            姐姐。可以加个微信吗。我也怕。我都没有活检。,,                        ,        ,        ,,,,,
            我是想跟大家说积极治疗，有病治病。,,                        ,        ,        ,,,,,
            有很多事情已经成为事实，就不要想太多了，自己尽力锻炼，多吃水果蔬菜。我cin1级转阴目前已经很满足了，虽然hpv没有转阴，但是我会尽力的，至少向好的方向发展啦。,,                        ,        ,,,,,,
            现在什么情况了？,,                        ,        ,        ,,,,,
            我老婆的去年国庆节查出来hpv18阳性，用了三个月辛复宁和保妇康栓，昨天去检查已经转阴了,,                        ,        ,        ,,,,,
"            我也感染了HPV52,鲮状细胞，不知道什么时候感染",,                        ,        ,        ,,,,,
            HPV51阳性 TCT轻度炎症 没有活检... 也很焦虑,,                        ,        ,        ,,,,,
            我刚也检查出来了我,,                        ,        ,        ,,,,,
            我hpv16，今天刚阴道镜，说癌前病变，已经活检了，在等结果，感觉生死有命,,                        ,        ,        ,,,,,
            我的也是高危低级病变,,                        ,        ,        ,,,,,
            现在治疗怎么样了亲？,,                        ,        ,        ,,,,,
            男性30岁，hpv 66型阳性，怎么办？没有其他症状。,,,,,,,,,
            男性怎查了，楼楼在哪个医院查的，挂什么科,,                        ,        ,        ,,,,,
            hpv是不是性病？,,                        ,        ,        ,,,,,
            我也是66，治好了吗,,                        ,        ,        ,,,,,
            楼主，长疣体吗,,                        ,        ,        ,,,,,
            用半枝莲膏疗效好,,                        ,        ,        ,,,,,
            建议使用段芝堂hpv克星，感染没有症状，多锻炼，不吃刺激性的食物，我当时和老公一起抹那个精油，还挺神奇，转阴啦,,                        ,        ,        ,,,,,
            加强免疫力,,                        ,        ,        ,,,,,
            怎么治疗的能告诉一下吗？,,                        ,        ,        ,,,,,
            男性高危不需要治疗，带套生活就行。,,                        ,        ,        ,,,,,
            hpv感染用半枝莲膏好。北京大学科研成果。中国人民保险担保 ，,,                        ,        ,        ,,,,,
            至今为止，目前能灭杀HPV的只有人体的免疫系统。所以，说是诊治HPV，其实就是针对性的增强免疫力，服用欣维安姬松茸富硒蛋白，这样才能将免疫系统维持在最佳的水平上。,,                        ,        ,,,,,,
            男性感染低危型HPV病毒也要治疗的，会引起尖锐湿疣等问题，而且有传染性的，想要治疗HPV转阴，可以了解一下段芝堂HPV克星，种草啊配方，通过外抹小腹吸收可以安全有效的治愈HPV转阴的。,,                        ,,,,,,,
            我感染了hpv53  和16阳性！！！！怎么办啊！！我要哭死了,,                        ,        ,        ,,,,,
            一开始得知都这样的 ，去接受习惯就好了！,,                        ,        ,        ,,,,,
            和你一摸一样，我都已经原位癌,,                        ,        ,        ,,,,,
            别怕，做个阴道镜看看有没有病变,,                        ,        ,        ,,,,,
            臭氧杀毒,,                        ,        ,        ,,,,,
            私聊,,                        ,        ,        ,,,,,
            我当时也是两个 也有16现在转阴了,,                        ,        ,        ,,,,,
            涂半枝莲膏。北京大学科研成果,,                        ,        ,        ,,,,,
            我之前16和18高危，宫颈糜烂挺严重的，别的没什么，做了个激光手术，小孩一周岁多了，前几天去做Tct和Hpv都正常了,,                        ,        ,        ,,,,,
            你TCT做了没有？不要太担心，后期积极治疗，会转阴的，我也是16阳性，现在转阴了,,                        ,        ,        ,,,,,
            ,,,,,,,,,
            第一必须做阴道镜看有病变没有到什么程度了，如果病理没事，建议你用派特灵,,                        ,        ,        ,,,,,
            关键提高抵抗力，我高危好了，加油,,                        ,        ,        ,,,,,
            有什么症状？,,                        ,        ,        ,,,,,
            我已经治好两个了,,                        ,        ,        ,,,,,
            江苏等地四价九价代约,,                        ,        ,        ,,,,,
            多久能约上呢,,                        ,        ,        ,,,,,
            ,,,,,,,,,
            河南信阳九价下周代抢！！！一周内接种,,                        ,        ,        ,,,,,
            可以抢到吗,,                        ,        ,        ,,,,,
            加下微信,,                        ,        ,        ,,,,,
,,,,,,,,,
            四个高危？复查转阴了吗,,                        ,        ,        ,,,,,
            效果怎么样啊？,,                        ,        ,        ,,,,,
            亲 你用康美馨效果怎么样呢,,                        ,        ,        ,,,,,
            今天正好有空，跟一个“妙益清”药商探讨了一番。各位朋友可以自行判断，以后遇到这样的药商推销的产品，你到底要不要信。,,,,,,,,,
            如果你是医生！一定是个庸医！如果你是某研究员，一定也是一个不合格的！里面对话的是我。一个研究hpv病毒的研究员，一个是治疗hpv的代表！彼此谁都不服。有句话是对的。没有更好选择一定先去正规医院听医生嘱咐。,,,,,,,,,
            大哥，能不能我们对话内容，全部都截图出来！不要断章取义只截图一部分。好吗？,,                        ,        ,        ,,,,,
            夸大疗效，过度宣传，通常会用到这样的词：任何，所有，一切，保证。,,,,,,,,,
            我还是站柳氏沐风 我的医生告诉我的基本和柳氏沐风说的一样 而且感染这个后非常害怕已经去不同地方问过五个不同医生了 意思大致就是这样,,                        ,        ,        ,,,,,
            简单扒一下，这个妙益清到底是个什么东西？首先，在国家药品监督管理局网站查询，无此药，说明妙益清不是批准药物，按法律规定不能宣传其治疗效果。,,,,,,,,,
            我们再看看一看妙益清的生产标准。,,,,,,,,,
            美国食品药品监督管理局关于臭氧治疗的声明,,,,,,,,,
            我也比较同意楼主的说法，有病乱投医，我对象和我都是单纯的51阳性，当时都傻了，找的熟人去医院咨询，皮肤科大夫说可以自愈，妇产科大夫说继续观察，不过他们都说也可以用派特灵，我给我对象花了钱用PTL，我锻炼身体养好生活规律！就看之后的结果了，骗人出门让车撞死,,,,,,,,,
            楼主，金波蛋白辅料怎么样？不求多神奇，只要跟普通干扰素一样就行!毕竟治病心切，选个贵的看看会不会好一丢丢,,                        ,        ,        ,,,,,
            私信一下可以吗,,                        ,        ,        ,,,,,
            今天查出hpv66阳性➕。Tct结果无问题  这严重吗 暂时没开药,,                        ,        ,        ,,,,,
            楼主很用心，拿出那么多证据。实际稍微有点常识的人也应该明白到三甲医院去看。那些乱投医的人救不完，就当是个人成长经历吧,,                        ,        ,        ,,,,,
            楼主很客观：好吃好睡大概率转阴，这个月真的转阴了!不知道转阴后能不能打疫苗,,                        ,        ,        ,,,,,
            今天出的结果，高危66，医生只说让去外面药店拿干扰素然后复查，没说让做TCT，我该做什么？因为前天还一起做了白带检查有点轻微的阴道炎，这两天也在用着药,,                        ,        ,        ,,,,,
            这是我去年遇到的一个案例，只有22岁，还在上大学，但是遇人不淑！感染了hpv，治愈了1年半，再去复查已经是ai前b变，父母得知检查结果之后抱头痛哭！, ,,,,,,,,
            还是中医好，我用的中医治好了,,                        ,        ,        ,,,,,
            相信现代生物技术，清楚HPV不难，三个月转阴！,,                        ,        ,        ,,,,,
            一高一低让我几近奔溃，我根本接受不了自己得这个病，瞬间感觉自己很脏，很脏，高危合并低位尖锐湿疣，是啊，这四个字很敏感，是耻辱是伤害…好在几经周折，我中午痊愈，这将是我一生中最难忘的回忆与经历，太残忍了对于我来说…,,,,,,,,,
            过去的两都充满了黑暗,,                        ,        ,        ,,,,,
            大家加油！,,                        ,        ,        ,,,,,
            加油！,,                        ,        ,        ,,,,,
            这个很恐怖吗？,,                        ,        ,        ,,,,,
            不管高危的还是低危的，HPV没有特殊的治疗方法，只能提高免疫力，补充维生素和蛋白质，然后吃点欣维安姬松茸，清除体内的病毒。,,                        ,        ,        ,,,,,
            4月份的时候 摸到的疙瘩由一个变成了3个，我还是以为是上火了,,                        ,        ,        ,,,,,
            三月份，下体奇痒无比，我去了医院，医生说我就是阴道炎,,                        ,        ,        ,,,,,
            三月份，下体奇痒无比，我去了医院，医生说我就是阴道炎,,                        ,        ,        ,,,,,
            那段时间奇痒无比，坐立难安，白带是腥臭味的，黄绿色的,,                        ,        ,        ,,,,,
            又等了一个月后，我用手拽断了那个小揪揪，还流血了,,                        ,        ,        ,,,,,
            后来阴道口又长出来三个，摸着硬硬的。,,                        ,        ,        ,,,,,
            继续更新,,                        ,        ,        ,,,,,
            后来才照了镜子，吓死了，什么东西，内心有一种说不出的古怪,,                        ,        ,        ,,,,,
            脑子里都是梅毒 花柳病 这些，但是唯独没听说过尖锐湿疣这个词语,,                        ,        ,        ,,,,,
            我2018年夏天发现一个高危，一个低危，长有分散比较多的尖锐湿疣，目前已经22个月没有复发了，查到转阴十六个月、你们也不要放弃，要加油，坚强……,,,,,,,,,
            我当时 显示非典型鳞状细胞不明确意义，医生让leep，我没做，我现在也好了,,                        ,        ,        ,,,,,
            我记得太清楚了，2018年7月24号的晚上，噩梦开始了,,                        ,        ,        ,,,,,
            怎么转阴的啊，我有两个高危，好郁闷,,                        ,        ,        ,,,,,
            2018年3月份，我摸到小肉刺，我以为只是上火了,,                        ,        ,        ,,,,,
            尖尖不好治,,                        ,        ,        ,,,,,
            4月份的时候 摸到的疙瘩由一个变成了3个，我还是以为是上火了,,                        ,        ,        ,,,,,
            三月份，下体奇痒无比，我去了医院，医生说我就是阴道炎,,                        ,        ,        ,,,,,
            三月份，下体奇痒无比，我去了医院，医生说我就是阴道炎,,                        ,        ,        ,,,,,
            去医院检查，医生按照阴道炎给我开了三百多块钱的药，,,                        ,        ,        ,,,,,
            那段时间奇痒无比，坐立难安，白带是腥臭味的，黄绿色的,,                        ,        ,        ,,,,,
            又等了一个月后，我用手拽断了那个小揪揪，还流血了,,                        ,        ,        ,,,,,
            继续更新,,                        ,        ,        ,,,,,
            后来阴道口又长出来三个，摸着硬硬的。,,                        ,        ,        ,,,,,
            后来阴道口又长出来三个，摸着硬硬的。,,                        ,        ,        ,,,,,
            ,,                        ,        ,        ,,,,,
            男性感染了高危hpv45怎么办，怎么治疗,,                        ,        ,        ,,,,,
            金舒喜有用吗,,                        ,        ,        ,,,,,
            hpv42低危阳性是什么意思？,,                        ,        ,        ,,,,,
            39.51高危怎么办,,                        ,        ,        ,,,,,
            hpv6阳性，长尖了，又复发了，怎么办？,,                        ,        ,        ,,,,,
            没找到妳qq呀？方便给说一下,,                        ,        ,        ,,,,,
            慢性阴道炎怎么办？,,                        ,        ,        ,,,,,
            ，,,                        ,        ,        ,,,,,
            感染6 11 检查没有庞体 一个月后霉菌性阴道炎复发后发现长了个肉芽 自己观察了半个多月没什么变化肉芽可活动软的可拉长触碰不出血光滑 去医院妇科检查医生说不像是疣体 让我在观察 这个会不会是霉菌引起的？,,                        ,,,,,,,
            感染了16.18，活检了宫颈c1、阴道里面长了粘膜湿炎、慢性宫颈炎，有过霉菌性阴道炎，治疗好了，但是下面有异味，感HPV下面会有异味吗？外阴,,                        ,        ,        ,,,,,
            半年前感染了低危6和11，期间用过干扰素，6没了，只剩11.但是宫颈上长了疣体。最近用了六周派特灵，疣体在用派特灵第三四天后就掉了。期间也没有再长。医生让我回家再用派特灵灌洗一个月。请问我在这期间可以戴套同房吗？情况比较特殊，男朋友没查，不知道他有没有这个病毒……,,,,,,,,,
            我是复查的hov16高危阳性，医生没有说检查tct那些，开了干扰素，我还没有买。我不知道怎么办现在,,                        ,        ,        ,,,,,
